 (1, 0, 0, 0, 0, 0, 0), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6) 
 (1/3, 0, 0, 0, 1/3, 1/3, 0), (0, 1/4, 1/4, 1/4, 0, 0, 1/4), (0, 1/4, 1/4, 1/4, 0, 0, 1/4), (0, 1/4, 1/4, 1/4, 0, 0, 1/4), (1/3, 0, 0, 0, 1/3, 1/3, 0), (1/3, 0, 0, 0, 1/3, 1/3, 0), (0, 1/4, 1/4, 1/4, 0, 0, 1/4) 
 (1/3, 0, 0, 1/3, 0, 0, 1/3), (0, 1/4, 1/4, 0, 1/4, 1/4, 0), (0, 1/4, 1/4, 0, 1/4, 1/4, 0), (1/3, 0, 0, 1/3, 0, 0, 1/3), (0, 1/4, 1/4, 0, 1/4, 1/4, 0), (0, 1/4, 1/4, 0, 1/4, 1/4, 0), (1/3, 0, 0, 1/3, 0, 0, 1/3) 
 (1/3, 0, 0, 1/3, 0, 1/3, 0), (0, 1/4, 1/4, 0, 1/4, 0, 1/4), (0, 1/4, 1/4, 0, 1/4, 0, 1/4), (1/3, 0, 0, 1/3, 0, 1/3, 0), (0, 1/4, 1/4, 0, 1/4, 0, 1/4), (1/3, 0, 0, 1/3, 0, 1/3, 0), (0, 1/4, 1/4, 0, 1/4, 0, 1/4) 
 (1/3, 0, 0, 1/3, 1/3, 0, 0), (0, 1/4, 1/4, 0, 0, 1/4, 1/4), (0, 1/4, 1/4, 0, 0, 1/4, 1/4), (1/3, 0, 0, 1/3, 1/3, 0, 0), (1/3, 0, 0, 1/3, 1/3, 0, 0), (0, 1/4, 1/4, 0, 0, 1/4, 1/4), (0, 1/4, 1/4, 0, 0, 1/4, 1/4) 
 (1/3, 0, 1/3, 0, 0, 0, 1/3), (0, 1/4, 0, 1/4, 1/4, 1/4, 0), (1/3, 0, 1/3, 0, 0, 0, 1/3), (0, 1/4, 0, 1/4, 1/4, 1/4, 0), (0, 1/4, 0, 1/4, 1/4, 1/4, 0), (0, 1/4, 0, 1/4, 1/4, 1/4, 0), (1/3, 0, 1/3, 0, 0, 0, 1/3) 
 (1/3, 0, 1/3, 0, 0, 1/3, 0), (0, 1/4, 0, 1/4, 1/4, 0, 1/4), (1/3, 0, 1/3, 0, 0, 1/3, 0), (0, 1/4, 0, 1/4, 1/4, 0, 1/4), (0, 1/4, 0, 1/4, 1/4, 0, 1/4), (1/3, 0, 1/3, 0, 0, 1/3, 0), (0, 1/4, 0, 1/4, 1/4, 0, 1/4) 
 (1/3, 0, 1/3, 0, 1/3, 0, 0), (0, 1/4, 0, 1/4, 0, 1/4, 1/4), (1/3, 0, 1/3, 0, 1/3, 0, 0), (0, 1/4, 0, 1/4, 0, 1/4, 1/4), (1/3, 0, 1/3, 0, 1/3, 0, 0), (0, 1/4, 0, 1/4, 0, 1/4, 1/4), (0, 1/4, 0, 1/4, 0, 1/4, 1/4) 
 (1/3, 0, 1/3, 1/3, 0, 0, 0), (0, 1/4, 0, 0, 1/4, 1/4, 1/4), (1/3, 0, 1/3, 1/3, 0, 0, 0), (1/3, 0, 1/3, 1/3, 0, 0, 0), (0, 1/4, 0, 0, 1/4, 1/4, 1/4), (0, 1/4, 0, 0, 1/4, 1/4, 1/4), (0, 1/4, 0, 0, 1/4, 1/4, 1/4) 
 (1/3, 0, 1/6, 1/6, 1/3, 1/6, -1/6), (0, 1/4, 1/8, 1/8, 0, 1/8, 3/8), (1/6, 1/8, 7/48, 7/48, 1/6, 7/48, 5/48), (1/6, 1/8, 7/48, 7/48, 1/6, 7/48, 5/48), (1/3, 0, 1/6, 1/6, 1/3, 1/6, -1/6), (1/6, 1/8, 7/48, 7/48, 1/6, 7/48, 5/48), (-1/6, 3/8, 5/48, 5/48, -1/6, 5/48, 31/48) 
 (1/3, 0, 5/12, 1/12, 1/6, -1/12, 1/12), (0, 1/4, -1/16, 3/16, 1/8, 5/16, 3/16), (5/12, -1/16, 103/192, 11/192, 17/96, -35/192, 11/192), (1/12, 3/16, 11/192, 31/192, 13/96, 41/192, 31/192), (1/6, 1/8, 17/96, 13/96, 7/48, 11/96, 13/96), (-1/12, 5/16, -35/192, 41/192, 11/96, 79/192, 41/192), (1/12, 3/16, 11/192, 31/192, 13/96, 41/192, 31/192) 
 (1/3, 1/12, 1/6, 0, 5/12, 1/12, -1/12), (1/12, 31/192, 13/96, 3/16, 11/192, 31/192, 41/192), (1/6, 13/96, 7/48, 1/8, 17/96, 13/96, 11/96), (0, 3/16, 1/8, 1/4, -1/16, 3/16, 5/16), (5/12, 11/192, 17/96, -1/16, 103/192, 11/192, -35/192), (1/12, 31/192, 13/96, 3/16, 11/192, 31/192, 41/192), (-1/12, 41/192, 11/96, 5/16, -35/192, 41/192, 79/192) 
 (1/3, 1/12, 1/6, 5/12, 0, 1/12, -1/12), (1/12, 31/192, 13/96, 11/192, 3/16, 31/192, 41/192), (1/6, 13/96, 7/48, 17/96, 1/8, 13/96, 11/96), (5/12, 11/192, 17/96, 103/192, -1/16, 11/192, -35/192), (0, 3/16, 1/8, -1/16, 1/4, 3/16, 5/16), (1/12, 31/192, 13/96, 11/192, 3/16, 31/192, 41/192), (-1/12, 41/192, 11/96, -35/192, 5/16, 41/192, 79/192) 
 (1/3, 1/12, 5/12, 1/6, 0, 1/12, -1/12), (1/12, 31/192, 11/192, 13/96, 3/16, 31/192, 41/192), (5/12, 11/192, 103/192, 17/96, -1/16, 11/192, -35/192), (1/6, 13/96, 17/96, 7/48, 1/8, 13/96, 11/96), (0, 3/16, -1/16, 1/8, 1/4, 3/16, 5/16), (1/12, 31/192, 11/192, 13/96, 3/16, 31/192, 41/192), (-1/12, 41/192, -35/192, 11/96, 5/16, 41/192, 79/192) 
 (1/3, 1/3, 0, 0, 0, 1/3, 0), (1/3, 1/3, 0, 0, 0, 1/3, 0), (0, 0, 1/4, 1/4, 1/4, 0, 1/4), (0, 0, 1/4, 1/4, 1/4, 0, 1/4), (0, 0, 1/4, 1/4, 1/4, 0, 1/4), (1/3, 1/3, 0, 0, 0, 1/3, 0), (0, 0, 1/4, 1/4, 1/4, 0, 1/4) 
 (1/3, 1/3, 0, 0, 1/3, 0, 0), (1/3, 1/3, 0, 0, 1/3, 0, 0), (0, 0, 1/4, 1/4, 0, 1/4, 1/4), (0, 0, 1/4, 1/4, 0, 1/4, 1/4), (1/3, 1/3, 0, 0, 1/3, 0, 0), (0, 0, 1/4, 1/4, 0, 1/4, 1/4), (0, 0, 1/4, 1/4, 0, 1/4, 1/4) 
 (1/3, 1/3, 0, 1/3, 0, 0, 0), (1/3, 1/3, 0, 1/3, 0, 0, 0), (0, 0, 1/4, 0, 1/4, 1/4, 1/4), (1/3, 1/3, 0, 1/3, 0, 0, 0), (0, 0, 1/4, 0, 1/4, 1/4, 1/4), (0, 0, 1/4, 0, 1/4, 1/4, 1/4), (0, 0, 1/4, 0, 1/4, 1/4, 1/4) 
 (1/3, 1/3, 1/3, 0, 0, 0, 0), (1/3, 1/3, 1/3, 0, 0, 0, 0), (1/3, 1/3, 1/3, 0, 0, 0, 0), (0, 0, 0, 1/4, 1/4, 1/4, 1/4), (0, 0, 0, 1/4, 1/4, 1/4, 1/4), (0, 0, 0, 1/4, 1/4, 1/4, 1/4), (0, 0, 0, 1/4, 1/4, 1/4, 1/4) 
 (1/3, 1/3, 1/6, 1/6, 0, -1/6, 1/6), (1/3, 1/3, 1/6, 1/6, 0, -1/6, 1/6), (1/6, 1/6, 7/48, 7/48, 1/8, 5/48, 7/48), (1/6, 1/6, 7/48, 7/48, 1/8, 5/48, 7/48), (0, 0, 1/8, 1/8, 1/4, 3/8, 1/8), (-1/6, -1/6, 5/48, 5/48, 3/8, 31/48, 5/48), (1/6, 1/6, 7/48, 7/48, 1/8, 5/48, 7/48) 
 (1/3, 1/3, 1/6, 1/6, 0, 1/6, -1/6), (1/3, 1/3, 1/6, 1/6, 0, 1/6, -1/6), (1/6, 1/6, 7/48, 7/48, 1/8, 7/48, 5/48), (1/6, 1/6, 7/48, 7/48, 1/8, 7/48, 5/48), (0, 0, 1/8, 1/8, 1/4, 1/8, 3/8), (1/6, 1/6, 7/48, 7/48, 1/8, 7/48, 5/48), (-1/6, -1/6, 5/48, 5/48, 3/8, 5/48, 31/48) 
 (1/3, 1/3, 1/6, 1/6, 1/6, 0, -1/6), (1/3, 1/3, 1/6, 1/6, 1/6, 0, -1/6), (1/6, 1/6, 7/48, 7/48, 7/48, 1/8, 5/48), (1/6, 1/6, 7/48, 7/48, 7/48, 1/8, 5/48), (1/6, 1/6, 7/48, 7/48, 7/48, 1/8, 5/48), (0, 0, 1/8, 1/8, 1/8, 1/4, 3/8), (-1/6, -1/6, 5/48, 5/48, 5/48, 3/8, 31/48) 
 (1/3, 1/6, 0, 1/3, -1/6, 1/6, 1/6), (1/6, 7/48, 1/8, 1/6, 5/48, 7/48, 7/48), (0, 1/8, 1/4, 0, 3/8, 1/8, 1/8), (1/3, 1/6, 0, 1/3, -1/6, 1/6, 1/6), (-1/6, 5/48, 3/8, -1/6, 31/48, 5/48, 5/48), (1/6, 7/48, 1/8, 1/6, 5/48, 7/48, 7/48), (1/6, 7/48, 1/8, 1/6, 5/48, 7/48, 7/48) 
 (1/3, 1/6, 0, 1/3, 1/6, -1/6, 1/6), (1/6, 7/48, 1/8, 1/6, 7/48, 5/48, 7/48), (0, 1/8, 1/4, 0, 1/8, 3/8, 1/8), (1/3, 1/6, 0, 1/3, 1/6, -1/6, 1/6), (1/6, 7/48, 1/8, 1/6, 7/48, 5/48, 7/48), (-1/6, 5/48, 3/8, -1/6, 5/48, 31/48, 5/48), (1/6, 7/48, 1/8, 1/6, 7/48, 5/48, 7/48) 
 (1/3, 1/6, 0, 1/3, 1/6, 1/6, -1/6), (1/6, 7/48, 1/8, 1/6, 7/48, 7/48, 5/48), (0, 1/8, 1/4, 0, 1/8, 1/8, 3/8), (1/3, 1/6, 0, 1/3, 1/6, 1/6, -1/6), (1/6, 7/48, 1/8, 1/6, 7/48, 7/48, 5/48), (1/6, 7/48, 1/8, 1/6, 7/48, 7/48, 5/48), (-1/6, 5/48, 3/8, -1/6, 5/48, 5/48, 31/48) 
 (1/3, 1/6, 0, -1/6, 1/3, 1/6, 1/6), (1/6, 7/48, 1/8, 5/48, 1/6, 7/48, 7/48), (0, 1/8, 1/4, 3/8, 0, 1/8, 1/8), (-1/6, 5/48, 3/8, 31/48, -1/6, 5/48, 5/48), (1/3, 1/6, 0, -1/6, 1/3, 1/6, 1/6), (1/6, 7/48, 1/8, 5/48, 1/6, 7/48, 7/48), (1/6, 7/48, 1/8, 5/48, 1/6, 7/48, 7/48) 
 (1/3, 1/6, 0, 1/6, 1/3, 1/6, -1/6), (1/6, 7/48, 1/8, 7/48, 1/6, 7/48, 5/48), (0, 1/8, 1/4, 1/8, 0, 1/8, 3/8), (1/6, 7/48, 1/8, 7/48, 1/6, 7/48, 5/48), (1/3, 1/6, 0, 1/6, 1/3, 1/6, -1/6), (1/6, 7/48, 1/8, 7/48, 1/6, 7/48, 5/48), (-1/6, 5/48, 3/8, 5/48, -1/6, 5/48, 31/48) 
 (1/3, 1/6, 1/3, 0, -1/6, 1/6, 1/6), (1/6, 7/48, 1/6, 1/8, 5/48, 7/48, 7/48), (1/3, 1/6, 1/3, 0, -1/6, 1/6, 1/6), (0, 1/8, 0, 1/4, 3/8, 1/8, 1/8), (-1/6, 5/48, -1/6, 3/8, 31/48, 5/48, 5/48), (1/6, 7/48, 1/6, 1/8, 5/48, 7/48, 7/48), (1/6, 7/48, 1/6, 1/8, 5/48, 7/48, 7/48) 
 (1/3, 1/6, 1/3, 0, 1/6, -1/6, 1/6), (1/6, 7/48, 1/6, 1/8, 7/48, 5/48, 7/48), (1/3, 1/6, 1/3, 0, 1/6, -1/6, 1/6), (0, 1/8, 0, 1/4, 1/8, 3/8, 1/8), (1/6, 7/48, 1/6, 1/8, 7/48, 5/48, 7/48), (-1/6, 5/48, -1/6, 3/8, 5/48, 31/48, 5/48), (1/6, 7/48, 1/6, 1/8, 7/48, 5/48, 7/48) 
 (1/3, 1/6, 1/3, 0, 1/6, 1/6, -1/6), (1/6, 7/48, 1/6, 1/8, 7/48, 7/48, 5/48), (1/3, 1/6, 1/3, 0, 1/6, 1/6, -1/6), (0, 1/8, 0, 1/4, 1/8, 1/8, 3/8), (1/6, 7/48, 1/6, 1/8, 7/48, 7/48, 5/48), (1/6, 7/48, 1/6, 1/8, 7/48, 7/48, 5/48), (-1/6, 5/48, -1/6, 3/8, 5/48, 5/48, 31/48) 
 (1/3, 1/6, 1/3, -1/6, 0, 1/6, 1/6), (1/6, 7/48, 1/6, 5/48, 1/8, 7/48, 7/48), (1/3, 1/6, 1/3, -1/6, 0, 1/6, 1/6), (-1/6, 5/48, -1/6, 31/48, 3/8, 5/48, 5/48), (0, 1/8, 0, 3/8, 1/4, 1/8, 1/8), (1/6, 7/48, 1/6, 5/48, 1/8, 7/48, 7/48), (1/6, 7/48, 1/6, 5/48, 1/8, 7/48, 7/48) 
 (1/3, 1/6, 1/3, 1/6, 0, -1/6, 1/6), (1/6, 7/48, 1/6, 7/48, 1/8, 5/48, 7/48), (1/3, 1/6, 1/3, 1/6, 0, -1/6, 1/6), (1/6, 7/48, 1/6, 7/48, 1/8, 5/48, 7/48), (0, 1/8, 0, 1/8, 1/4, 3/8, 1/8), (-1/6, 5/48, -1/6, 5/48, 3/8, 31/48, 5/48), (1/6, 7/48, 1/6, 7/48, 1/8, 5/48, 7/48) 
 (1/3, 1/6, 1/3, 1/6, 0, 1/6, -1/6), (1/6, 7/48, 1/6, 7/48, 1/8, 7/48, 5/48), (1/3, 1/6, 1/3, 1/6, 0, 1/6, -1/6), (1/6, 7/48, 1/6, 7/48, 1/8, 7/48, 5/48), (0, 1/8, 0, 1/8, 1/4, 1/8, 3/8), (1/6, 7/48, 1/6, 7/48, 1/8, 7/48, 5/48), (-1/6, 5/48, -1/6, 5/48, 3/8, 5/48, 31/48) 
 (1/3, 1/6, 1/3, -1/6, 1/6, 0, 1/6), (1/6, 7/48, 1/6, 5/48, 7/48, 1/8, 7/48), (1/3, 1/6, 1/3, -1/6, 1/6, 0, 1/6), (-1/6, 5/48, -1/6, 31/48, 5/48, 3/8, 5/48), (1/6, 7/48, 1/6, 5/48, 7/48, 1/8, 7/48), (0, 1/8, 0, 3/8, 1/8, 1/4, 1/8), (1/6, 7/48, 1/6, 5/48, 7/48, 1/8, 7/48) 
 (1/3, 1/6, 1/3, 1/6, -1/6, 0, 1/6), (1/6, 7/48, 1/6, 7/48, 5/48, 1/8, 7/48), (1/3, 1/6, 1/3, 1/6, -1/6, 0, 1/6), (1/6, 7/48, 1/6, 7/48, 5/48, 1/8, 7/48), (-1/6, 5/48, -1/6, 5/48, 31/48, 3/8, 5/48), (0, 1/8, 0, 1/8, 3/8, 1/4, 1/8), (1/6, 7/48, 1/6, 7/48, 5/48, 1/8, 7/48) 
 (1/3, 1/6, 1/3, 1/6, 1/6, 0, -1/6), (1/6, 7/48, 1/6, 7/48, 7/48, 1/8, 5/48), (1/3, 1/6, 1/3, 1/6, 1/6, 0, -1/6), (1/6, 7/48, 1/6, 7/48, 7/48, 1/8, 5/48), (1/6, 7/48, 1/6, 7/48, 7/48, 1/8, 5/48), (0, 1/8, 0, 1/8, 1/8, 1/4, 3/8), (-1/6, 5/48, -1/6, 5/48, 5/48, 3/8, 31/48) 
 (1/3, 1/6, 1/3, -1/6, 1/6, 1/6, 0), (1/6, 7/48, 1/6, 5/48, 7/48, 7/48, 1/8), (1/3, 1/6, 1/3, -1/6, 1/6, 1/6, 0), (-1/6, 5/48, -1/6, 31/48, 5/48, 5/48, 3/8), (1/6, 7/48, 1/6, 5/48, 7/48, 7/48, 1/8), (1/6, 7/48, 1/6, 5/48, 7/48, 7/48, 1/8), (0, 1/8, 0, 3/8, 1/8, 1/8, 1/4) 
 (1/3, 1/6, 1/3, 1/6, -1/6, 1/6, 0), (1/6, 7/48, 1/6, 7/48, 5/48, 7/48, 1/8), (1/3, 1/6, 1/3, 1/6, -1/6, 1/6, 0), (1/6, 7/48, 1/6, 7/48, 5/48, 7/48, 1/8), (-1/6, 5/48, -1/6, 5/48, 31/48, 5/48, 3/8), (1/6, 7/48, 1/6, 7/48, 5/48, 7/48, 1/8), (0, 1/8, 0, 1/8, 3/8, 1/8, 1/4) 
 (1/3, 1/6, 1/3, 1/6, 1/6, -1/6, 0), (1/6, 7/48, 1/6, 7/48, 7/48, 5/48, 1/8), (1/3, 1/6, 1/3, 1/6, 1/6, -1/6, 0), (1/6, 7/48, 1/6, 7/48, 7/48, 5/48, 1/8), (1/6, 7/48, 1/6, 7/48, 7/48, 5/48, 1/8), (-1/6, 5/48, -1/6, 5/48, 5/48, 31/48, 3/8), (0, 1/8, 0, 1/8, 1/8, 3/8, 1/4) 
 (1/3, -1/6, 1/6, 0, 1/3, 1/6, 1/6), (-1/6, 31/48, 5/48, 3/8, -1/6, 5/48, 5/48), (1/6, 5/48, 7/48, 1/8, 1/6, 7/48, 7/48), (0, 3/8, 1/8, 1/4, 0, 1/8, 1/8), (1/3, -1/6, 1/6, 0, 1/3, 1/6, 1/6), (1/6, 5/48, 7/48, 1/8, 1/6, 7/48, 7/48), (1/6, 5/48, 7/48, 1/8, 1/6, 7/48, 7/48) 
 (1/3, 1/6, 1/6, 0, 1/3, 1/6, -1/6), (1/6, 7/48, 7/48, 1/8, 1/6, 7/48, 5/48), (1/6, 7/48, 7/48, 1/8, 1/6, 7/48, 5/48), (0, 1/8, 1/8, 1/4, 0, 1/8, 3/8), (1/3, 1/6, 1/6, 0, 1/3, 1/6, -1/6), (1/6, 7/48, 7/48, 1/8, 1/6, 7/48, 5/48), (-1/6, 5/48, 5/48, 3/8, -1/6, 5/48, 31/48) 
 (1/3, 1/6, -1/6, 1/3, 0, 1/6, 1/6), (1/6, 7/48, 5/48, 1/6, 1/8, 7/48, 7/48), (-1/6, 5/48, 31/48, -1/6, 3/8, 5/48, 5/48), (1/3, 1/6, -1/6, 1/3, 0, 1/6, 1/6), (0, 1/8, 3/8, 0, 1/4, 1/8, 1/8), (1/6, 7/48, 5/48, 1/6, 1/8, 7/48, 7/48), (1/6, 7/48, 5/48, 1/6, 1/8, 7/48, 7/48) 
 (1/3, 1/6, 1/6, 1/3, 0, 1/6, -1/6), (1/6, 7/48, 7/48, 1/6, 1/8, 7/48, 5/48), (1/6, 7/48, 7/48, 1/6, 1/8, 7/48, 5/48), (1/3, 1/6, 1/6, 1/3, 0, 1/6, -1/6), (0, 1/8, 1/8, 0, 1/4, 1/8, 3/8), (1/6, 7/48, 7/48, 1/6, 1/8, 7/48, 5/48), (-1/6, 5/48, 5/48, -1/6, 3/8, 5/48, 31/48) 
 (1/3, 1/6, -1/6, 1/3, 1/6, 0, 1/6), (1/6, 7/48, 5/48, 1/6, 7/48, 1/8, 7/48), (-1/6, 5/48, 31/48, -1/6, 5/48, 3/8, 5/48), (1/3, 1/6, -1/6, 1/3, 1/6, 0, 1/6), (1/6, 7/48, 5/48, 1/6, 7/48, 1/8, 7/48), (0, 1/8, 3/8, 0, 1/8, 1/4, 1/8), (1/6, 7/48, 5/48, 1/6, 7/48, 1/8, 7/48) 
 (1/3, 1/6, 1/6, 1/3, 1/6, 0, -1/6), (1/6, 7/48, 7/48, 1/6, 7/48, 1/8, 5/48), (1/6, 7/48, 7/48, 1/6, 7/48, 1/8, 5/48), (1/3, 1/6, 1/6, 1/3, 1/6, 0, -1/6), (1/6, 7/48, 7/48, 1/6, 7/48, 1/8, 5/48), (0, 1/8, 1/8, 0, 1/8, 1/4, 3/8), (-1/6, 5/48, 5/48, -1/6, 5/48, 3/8, 31/48) 
 (1/3, 1/6, -1/6, 1/3, 1/6, 1/6, 0), (1/6, 7/48, 5/48, 1/6, 7/48, 7/48, 1/8), (-1/6, 5/48, 31/48, -1/6, 5/48, 5/48, 3/8), (1/3, 1/6, -1/6, 1/3, 1/6, 1/6, 0), (1/6, 7/48, 5/48, 1/6, 7/48, 7/48, 1/8), (1/6, 7/48, 5/48, 1/6, 7/48, 7/48, 1/8), (0, 1/8, 3/8, 0, 1/8, 1/8, 1/4) 
 (1/3, 1/6, 1/6, 1/3, -1/6, 1/6, 0), (1/6, 7/48, 7/48, 1/6, 5/48, 7/48, 1/8), (1/6, 7/48, 7/48, 1/6, 5/48, 7/48, 1/8), (1/3, 1/6, 1/6, 1/3, -1/6, 1/6, 0), (-1/6, 5/48, 5/48, -1/6, 31/48, 5/48, 3/8), (1/6, 7/48, 7/48, 1/6, 5/48, 7/48, 1/8), (0, 1/8, 1/8, 0, 3/8, 1/8, 1/4) 
 (1/3, 1/6, 1/6, 1/3, 1/6, -1/6, 0), (1/6, 7/48, 7/48, 1/6, 7/48, 5/48, 1/8), (1/6, 7/48, 7/48, 1/6, 7/48, 5/48, 1/8), (1/3, 1/6, 1/6, 1/3, 1/6, -1/6, 0), (1/6, 7/48, 7/48, 1/6, 7/48, 5/48, 1/8), (-1/6, 5/48, 5/48, -1/6, 5/48, 31/48, 3/8), (0, 1/8, 1/8, 0, 1/8, 3/8, 1/4) 
 (1/3, 1/6, -1/6, 1/6, 1/3, 1/6, 0), (1/6, 7/48, 5/48, 7/48, 1/6, 7/48, 1/8), (-1/6, 5/48, 31/48, 5/48, -1/6, 5/48, 3/8), (1/6, 7/48, 5/48, 7/48, 1/6, 7/48, 1/8), (1/3, 1/6, -1/6, 1/6, 1/3, 1/6, 0), (1/6, 7/48, 5/48, 7/48, 1/6, 7/48, 1/8), (0, 1/8, 3/8, 1/8, 0, 1/8, 1/4) 
 (1/3, 1/6, 1/6, -1/6, 1/3, 1/6, 0), (1/6, 7/48, 7/48, 5/48, 1/6, 7/48, 1/8), (1/6, 7/48, 7/48, 5/48, 1/6, 7/48, 1/8), (-1/6, 5/48, 5/48, 31/48, -1/6, 5/48, 3/8), (1/3, 1/6, 1/6, -1/6, 1/3, 1/6, 0), (1/6, 7/48, 7/48, 5/48, 1/6, 7/48, 1/8), (0, 1/8, 1/8, 3/8, 0, 1/8, 1/4) 
 (1/3, 2/7, 5/21, 4/21, 2/21, 1/21, -4/21), (2/7, 1/4, 3/14, 5/28, 3/28, 1/14, -3/28), (5/21, 3/14, 4/21, 1/6, 5/42, 2/21, -1/42), (4/21, 5/28, 1/6, 13/84, 11/84, 5/42, 5/84), (2/21, 3/28, 5/42, 11/84, 13/84, 1/6, 19/84), (1/21, 1/14, 2/21, 5/42, 1/6, 4/21, 13/42), (-4/21, -3/28, -1/42, 5/84, 19/84, 13/42, 61/84) 
 (1/3, 5/12, 0, 1/12, 1/6, -1/12, 1/12), (5/12, 103/192, -1/16, 11/192, 17/96, -35/192, 11/192), (0, -1/16, 1/4, 3/16, 1/8, 5/16, 3/16), (1/12, 11/192, 3/16, 31/192, 13/96, 41/192, 31/192), (1/6, 17/96, 1/8, 13/96, 7/48, 11/96, 13/96), (-1/12, -35/192, 5/16, 41/192, 11/96, 79/192, 41/192), (1/12, 11/192, 3/16, 31/192, 13/96, 41/192, 31/192) 
 (1/3, 5/12, 1/12, 1/6, 0, 1/12, -1/12), (5/12, 103/192, 11/192, 17/96, -1/16, 11/192, -35/192), (1/12, 11/192, 31/192, 13/96, 3/16, 31/192, 41/192), (1/6, 17/96, 13/96, 7/48, 1/8, 13/96, 11/96), (0, -1/16, 3/16, 1/8, 1/4, 3/16, 5/16), (1/12, 11/192, 31/192, 13/96, 3/16, 31/192, 41/192), (-1/12, -35/192, 41/192, 11/96, 5/16, 41/192, 79/192) 
 (1/3, 8/21, 5/21, 1/21, 2/21, 0, -2/21), (8/21, 37/84, 11/42, 1/42, 1/12, -1/28, -13/84), (5/21, 11/42, 4/21, 2/21, 5/42, 1/14, 1/42), (1/21, 1/42, 2/21, 4/21, 1/6, 3/14, 11/42), (2/21, 1/12, 5/42, 1/6, 13/84, 5/28, 17/84), (0, -1/28, 1/14, 3/14, 5/28, 1/4, 9/28), (-2/21, -13/84, 1/42, 11/42, 17/84, 9/28, 37/84) 
 (1/4, 0, 0, 0, 1/4, 1/4, 1/4), (0, 1/3, 1/3, 1/3, 0, 0, 0), (0, 1/3, 1/3, 1/3, 0, 0, 0), (0, 1/3, 1/3, 1/3, 0, 0, 0), (1/4, 0, 0, 0, 1/4, 1/4, 1/4), (1/4, 0, 0, 0, 1/4, 1/4, 1/4), (1/4, 0, 0, 0, 1/4, 1/4, 1/4) 
 (1/4, 0, 0, 1/4, 0, 1/4, 1/4), (0, 1/3, 1/3, 0, 1/3, 0, 0), (0, 1/3, 1/3, 0, 1/3, 0, 0), (1/4, 0, 0, 1/4, 0, 1/4, 1/4), (0, 1/3, 1/3, 0, 1/3, 0, 0), (1/4, 0, 0, 1/4, 0, 1/4, 1/4), (1/4, 0, 0, 1/4, 0, 1/4, 1/4) 
 (1/4, 0, 0, 1/4, 1/4, 0, 1/4), (0, 1/3, 1/3, 0, 0, 1/3, 0), (0, 1/3, 1/3, 0, 0, 1/3, 0), (1/4, 0, 0, 1/4, 1/4, 0, 1/4), (1/4, 0, 0, 1/4, 1/4, 0, 1/4), (0, 1/3, 1/3, 0, 0, 1/3, 0), (1/4, 0, 0, 1/4, 1/4, 0, 1/4) 
 (1/4, 0, 0, 1/4, 1/4, 1/4, 0), (0, 1/3, 1/3, 0, 0, 0, 1/3), (0, 1/3, 1/3, 0, 0, 0, 1/3), (1/4, 0, 0, 1/4, 1/4, 1/4, 0), (1/4, 0, 0, 1/4, 1/4, 1/4, 0), (1/4, 0, 0, 1/4, 1/4, 1/4, 0), (0, 1/3, 1/3, 0, 0, 0, 1/3) 
 (1/4, 0, 1/4, 0, 0, 1/4, 1/4), (0, 1/3, 0, 1/3, 1/3, 0, 0), (1/4, 0, 1/4, 0, 0, 1/4, 1/4), (0, 1/3, 0, 1/3, 1/3, 0, 0), (0, 1/3, 0, 1/3, 1/3, 0, 0), (1/4, 0, 1/4, 0, 0, 1/4, 1/4), (1/4, 0, 1/4, 0, 0, 1/4, 1/4) 
 (1/4, 0, 1/4, 0, 1/4, 0, 1/4), (0, 1/3, 0, 1/3, 0, 1/3, 0), (1/4, 0, 1/4, 0, 1/4, 0, 1/4), (0, 1/3, 0, 1/3, 0, 1/3, 0), (1/4, 0, 1/4, 0, 1/4, 0, 1/4), (0, 1/3, 0, 1/3, 0, 1/3, 0), (1/4, 0, 1/4, 0, 1/4, 0, 1/4) 
 (1/4, 0, 1/4, 0, 1/4, 1/4, 0), (0, 1/3, 0, 1/3, 0, 0, 1/3), (1/4, 0, 1/4, 0, 1/4, 1/4, 0), (0, 1/3, 0, 1/3, 0, 0, 1/3), (1/4, 0, 1/4, 0, 1/4, 1/4, 0), (1/4, 0, 1/4, 0, 1/4, 1/4, 0), (0, 1/3, 0, 1/3, 0, 0, 1/3) 
 (1/4, 0, 1/4, 1/4, 0, 0, 1/4), (0, 1/3, 0, 0, 1/3, 1/3, 0), (1/4, 0, 1/4, 1/4, 0, 0, 1/4), (1/4, 0, 1/4, 1/4, 0, 0, 1/4), (0, 1/3, 0, 0, 1/3, 1/3, 0), (0, 1/3, 0, 0, 1/3, 1/3, 0), (1/4, 0, 1/4, 1/4, 0, 0, 1/4) 
