 (1, 0, 0, 0, 0, 0, 0), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6) 
 (46/97, 77/194, 47/194, 17/194, 1/97, -13/194, -14/97), (77/194, 131/388, 85/388, 39/388, 4/97, -7/388, -15/194), (47/194, 85/388, 67/388, 49/388, 10/97, 31/388, 11/194), (17/194, 39/388, 49/388, 59/388, 16/97, 69/388, 37/194), (1/97, 4/97, 10/97, 16/97, 19/97, 22/97, 25/97), (-13/194, -7/388, 31/388, 69/388, 22/97, 107/388, 63/194), (-14/97, -15/194, 11/194, 37/194, 25/97, 63/194, 38/97) 
 (46/97, 77/194, 47/194, 17/194, 1/97, -14/97, -13/194), (77/194, 131/388, 85/388, 39/388, 4/97, -15/194, -7/388), (47/194, 85/388, 67/388, 49/388, 10/97, 11/194, 31/388), (17/194, 39/388, 49/388, 59/388, 16/97, 37/194, 69/388), (1/97, 4/97, 10/97, 16/97, 19/97, 25/97, 22/97), (-14/97, -15/194, 11/194, 37/194, 25/97, 38/97, 63/194), (-13/194, -7/388, 31/388, 69/388, 22/97, 63/194, 107/388) 
 (47/104, -1/8, 4/13, 17/104, 1/52, 4/13, -1/8), (-1/8, 3/8, 0, 1/8, 1/4, 0, 3/8), (4/13, 0, 3/13, 2/13, 1/13, 3/13, 0), (17/104, 1/8, 2/13, 15/104, 7/52, 2/13, 1/8), (1/52, 1/4, 1/13, 7/52, 5/26, 1/13, 1/4), (4/13, 0, 3/13, 2/13, 1/13, 3/13, 0), (-1/8, 3/8, 0, 1/8, 1/4, 0, 3/8) 
 (47/104, 17/104, 17/104, 4/13, 1/52, 17/104, -7/26), (17/104, 15/104, 15/104, 2/13, 7/52, 15/104, 3/26), (17/104, 15/104, 15/104, 2/13, 7/52, 15/104, 3/26), (4/13, 2/13, 2/13, 3/13, 1/13, 2/13, -1/13), (1/52, 7/52, 7/52, 1/13, 5/26, 7/52, 4/13), (17/104, 15/104, 15/104, 2/13, 7/52, 15/104, 3/26), (-7/26, 3/26, 3/26, -1/13, 4/13, 3/26, 9/13) 
 (47/104, 17/104, 4/13, 1/52, 17/104, 17/104, -7/26), (17/104, 15/104, 2/13, 7/52, 15/104, 15/104, 3/26), (4/13, 2/13, 3/13, 1/13, 2/13, 2/13, -1/13), (1/52, 7/52, 1/13, 5/26, 7/52, 7/52, 4/13), (17/104, 15/104, 2/13, 7/52, 15/104, 15/104, 3/26), (17/104, 15/104, 2/13, 7/52, 15/104, 15/104, 3/26), (-7/26, 3/26, -1/13, 4/13, 3/26, 3/26, 9/13) 
 (47/104, 17/104, 4/13, 1/52, 17/104, -7/26, 17/104), (17/104, 15/104, 2/13, 7/52, 15/104, 3/26, 15/104), (4/13, 2/13, 3/13, 1/13, 2/13, -1/13, 2/13), (1/52, 7/52, 1/13, 5/26, 7/52, 4/13, 7/52), (17/104, 15/104, 2/13, 7/52, 15/104, 3/26, 15/104), (-7/26, 3/26, -1/13, 4/13, 3/26, 9/13, 3/26), (17/104, 15/104, 2/13, 7/52, 15/104, 3/26, 15/104) 
 (47/104, 17/104, 4/13, -1/8, 1/52, 4/13, -1/8), (17/104, 15/104, 2/13, 1/8, 7/52, 2/13, 1/8), (4/13, 2/13, 3/13, 0, 1/13, 3/13, 0), (-1/8, 1/8, 0, 3/8, 1/4, 0, 3/8), (1/52, 7/52, 1/13, 1/4, 5/26, 1/13, 1/4), (4/13, 2/13, 3/13, 0, 1/13, 3/13, 0), (-1/8, 1/8, 0, 3/8, 1/4, 0, 3/8) 
 (47/104, 17/104, 4/13, -1/8, 4/13, 1/52, -1/8), (17/104, 15/104, 2/13, 1/8, 2/13, 7/52, 1/8), (4/13, 2/13, 3/13, 0, 3/13, 1/13, 0), (-1/8, 1/8, 0, 3/8, 0, 1/4, 3/8), (4/13, 2/13, 3/13, 0, 3/13, 1/13, 0), (1/52, 7/52, 1/13, 1/4, 1/13, 5/26, 1/4), (-1/8, 1/8, 0, 3/8, 0, 1/4, 3/8) 
 (47/104, 17/104, 4/13, 17/104, 1/52, 17/104, -7/26), (17/104, 15/104, 2/13, 15/104, 7/52, 15/104, 3/26), (4/13, 2/13, 3/13, 2/13, 1/13, 2/13, -1/13), (17/104, 15/104, 2/13, 15/104, 7/52, 15/104, 3/26), (1/52, 7/52, 1/13, 7/52, 5/26, 7/52, 4/13), (17/104, 15/104, 2/13, 15/104, 7/52, 15/104, 3/26), (-7/26, 3/26, -1/13, 3/26, 4/13, 3/26, 9/13) 
 (47/104, 17/104, 4/13, 17/104, 17/104, 1/52, -7/26), (17/104, 15/104, 2/13, 15/104, 15/104, 7/52, 3/26), (4/13, 2/13, 3/13, 2/13, 2/13, 1/13, -1/13), (17/104, 15/104, 2/13, 15/104, 15/104, 7/52, 3/26), (17/104, 15/104, 2/13, 15/104, 15/104, 7/52, 3/26), (1/52, 7/52, 1/13, 7/52, 7/52, 5/26, 4/13), (-7/26, 3/26, -1/13, 3/26, 3/26, 4/13, 9/13) 
 (47/104, 17/104, 4/13, 4/13, -1/8, 1/52, -1/8), (17/104, 15/104, 2/13, 2/13, 1/8, 7/52, 1/8), (4/13, 2/13, 3/13, 3/13, 0, 1/13, 0), (4/13, 2/13, 3/13, 3/13, 0, 1/13, 0), (-1/8, 1/8, 0, 0, 3/8, 1/4, 3/8), (1/52, 7/52, 1/13, 1/13, 1/4, 5/26, 1/4), (-1/8, 1/8, 0, 0, 3/8, 1/4, 3/8) 
 (47/104, 4/13, -1/8, 17/104, 1/52, 4/13, -1/8), (4/13, 3/13, 0, 2/13, 1/13, 3/13, 0), (-1/8, 0, 3/8, 1/8, 1/4, 0, 3/8), (17/104, 2/13, 1/8, 15/104, 7/52, 2/13, 1/8), (1/52, 1/13, 1/4, 7/52, 5/26, 1/13, 1/4), (4/13, 3/13, 0, 2/13, 1/13, 3/13, 0), (-1/8, 0, 3/8, 1/8, 1/4, 0, 3/8) 
 (47/104, 4/13, -1/8, 17/104, 4/13, 1/52, -1/8), (4/13, 3/13, 0, 2/13, 3/13, 1/13, 0), (-1/8, 0, 3/8, 1/8, 0, 1/4, 3/8), (17/104, 2/13, 1/8, 15/104, 2/13, 7/52, 1/8), (4/13, 3/13, 0, 2/13, 3/13, 1/13, 0), (1/52, 1/13, 1/4, 7/52, 1/13, 5/26, 1/4), (-1/8, 0, 3/8, 1/8, 0, 1/4, 3/8) 
 (47/104, 4/13, -1/8, 4/13, 17/104, 1/52, -1/8), (4/13, 3/13, 0, 3/13, 2/13, 1/13, 0), (-1/8, 0, 3/8, 0, 1/8, 1/4, 3/8), (4/13, 3/13, 0, 3/13, 2/13, 1/13, 0), (17/104, 2/13, 1/8, 2/13, 15/104, 7/52, 1/8), (1/52, 1/13, 1/4, 1/13, 7/52, 5/26, 1/4), (-1/8, 0, 3/8, 0, 1/8, 1/4, 3/8) 
 (47/104, 4/13, 17/104, 1/52, -1/8, 4/13, -1/8), (4/13, 3/13, 2/13, 1/13, 0, 3/13, 0), (17/104, 2/13, 15/104, 7/52, 1/8, 2/13, 1/8), (1/52, 1/13, 7/52, 5/26, 1/4, 1/13, 1/4), (-1/8, 0, 1/8, 1/4, 3/8, 0, 3/8), (4/13, 3/13, 2/13, 1/13, 0, 3/13, 0), (-1/8, 0, 1/8, 1/4, 3/8, 0, 3/8) 
 (47/104, 4/13, 17/104, 1/52, 4/13, -1/8, -1/8), (4/13, 3/13, 2/13, 1/13, 3/13, 0, 0), (17/104, 2/13, 15/104, 7/52, 2/13, 1/8, 1/8), (1/52, 1/13, 7/52, 5/26, 1/13, 1/4, 1/4), (4/13, 3/13, 2/13, 1/13, 3/13, 0, 0), (-1/8, 0, 1/8, 1/4, 0, 3/8, 3/8), (-1/8, 0, 1/8, 1/4, 0, 3/8, 3/8) 
 (47/104, 4/13, 17/104, -1/8, 1/52, 4/13, -1/8), (4/13, 3/13, 2/13, 0, 1/13, 3/13, 0), (17/104, 2/13, 15/104, 1/8, 7/52, 2/13, 1/8), (-1/8, 0, 1/8, 3/8, 1/4, 0, 3/8), (1/52, 1/13, 7/52, 1/4, 5/26, 1/13, 1/4), (4/13, 3/13, 2/13, 0, 1/13, 3/13, 0), (-1/8, 0, 1/8, 3/8, 1/4, 0, 3/8) 
 (47/104, 4/13, 17/104, -1/8, 4/13, 1/52, -1/8), (4/13, 3/13, 2/13, 0, 3/13, 1/13, 0), (17/104, 2/13, 15/104, 1/8, 2/13, 7/52, 1/8), (-1/8, 0, 1/8, 3/8, 0, 1/4, 3/8), (4/13, 3/13, 2/13, 0, 3/13, 1/13, 0), (1/52, 1/13, 7/52, 1/4, 1/13, 5/26, 1/4), (-1/8, 0, 1/8, 3/8, 0, 1/4, 3/8) 
 (47/104, 4/13, 17/104, 17/104, 1/52, 17/104, -7/26), (4/13, 3/13, 2/13, 2/13, 1/13, 2/13, -1/13), (17/104, 2/13, 15/104, 15/104, 7/52, 15/104, 3/26), (17/104, 2/13, 15/104, 15/104, 7/52, 15/104, 3/26), (1/52, 1/13, 7/52, 7/52, 5/26, 7/52, 4/13), (17/104, 2/13, 15/104, 15/104, 7/52, 15/104, 3/26), (-7/26, -1/13, 3/26, 3/26, 4/13, 3/26, 9/13) 
 (47/104, 4/13, 17/104, 17/104, 17/104, 1/52, -7/26), (4/13, 3/13, 2/13, 2/13, 2/13, 1/13, -1/13), (17/104, 2/13, 15/104, 15/104, 15/104, 7/52, 3/26), (17/104, 2/13, 15/104, 15/104, 15/104, 7/52, 3/26), (17/104, 2/13, 15/104, 15/104, 15/104, 7/52, 3/26), (1/52, 1/13, 7/52, 7/52, 7/52, 5/26, 4/13), (-7/26, -1/13, 3/26, 3/26, 3/26, 4/13, 9/13) 
 (47/104, 4/13, 17/104, 4/13, 1/52, -1/8, -1/8), (4/13, 3/13, 2/13, 3/13, 1/13, 0, 0), (17/104, 2/13, 15/104, 2/13, 7/52, 1/8, 1/8), (4/13, 3/13, 2/13, 3/13, 1/13, 0, 0), (1/52, 1/13, 7/52, 1/13, 5/26, 1/4, 1/4), (-1/8, 0, 1/8, 0, 1/4, 3/8, 3/8), (-1/8, 0, 1/8, 0, 1/4, 3/8, 3/8) 
 (47/104, 4/13, 17/104, 4/13, -1/8, 1/52, -1/8), (4/13, 3/13, 2/13, 3/13, 0, 1/13, 0), (17/104, 2/13, 15/104, 2/13, 1/8, 7/52, 1/8), (4/13, 3/13, 2/13, 3/13, 0, 1/13, 0), (-1/8, 0, 1/8, 0, 3/8, 1/4, 3/8), (1/52, 1/13, 7/52, 1/13, 1/4, 5/26, 1/4), (-1/8, 0, 1/8, 0, 3/8, 1/4, 3/8) 
 (47/104, 4/13, 4/13, -1/8, 17/104, 1/52, -1/8), (4/13, 3/13, 3/13, 0, 2/13, 1/13, 0), (4/13, 3/13, 3/13, 0, 2/13, 1/13, 0), (-1/8, 0, 0, 3/8, 1/8, 1/4, 3/8), (17/104, 2/13, 2/13, 1/8, 15/104, 7/52, 1/8), (1/52, 1/13, 1/13, 1/4, 7/52, 5/26, 1/4), (-1/8, 0, 0, 3/8, 1/8, 1/4, 3/8) 
 (47/104, 4/13, 4/13, 17/104, 1/52, -1/8, -1/8), (4/13, 3/13, 3/13, 2/13, 1/13, 0, 0), (4/13, 3/13, 3/13, 2/13, 1/13, 0, 0), (17/104, 2/13, 2/13, 15/104, 7/52, 1/8, 1/8), (1/52, 1/13, 1/13, 7/52, 5/26, 1/4, 1/4), (-1/8, 0, 0, 1/8, 1/4, 3/8, 3/8), (-1/8, 0, 0, 1/8, 1/4, 3/8, 3/8) 
 (47/104, 4/13, 4/13, 17/104, -1/8, 1/52, -1/8), (4/13, 3/13, 3/13, 2/13, 0, 1/13, 0), (4/13, 3/13, 3/13, 2/13, 0, 1/13, 0), (17/104, 2/13, 2/13, 15/104, 1/8, 7/52, 1/8), (-1/8, 0, 0, 1/8, 3/8, 1/4, 3/8), (1/52, 1/13, 1/13, 7/52, 1/4, 5/26, 1/4), (-1/8, 0, 0, 1/8, 3/8, 1/4, 3/8) 
 (47/160, -1/32, 3/8, 17/80, 21/160, 1/20, -1/32), (-1/32, 11/32, -1/8, 1/16, 5/32, 1/4, 11/32), (3/8, -1/8, 1/2, 1/4, 1/8, 0, -1/8), (17/80, 1/16, 1/4, 7/40, 11/80, 1/10, 1/16), (21/160, 5/32, 1/8, 11/80, 23/160, 3/20, 5/32), (1/20, 1/4, 0, 1/10, 3/20, 1/5, 1/4), (-1/32, 11/32, -1/8, 1/16, 5/32, 1/4, 11/32) 
 (47/160, -1/32, 3/8, 21/160, 17/80, 1/20, -1/32), (-1/32, 11/32, -1/8, 5/32, 1/16, 1/4, 11/32), (3/8, -1/8, 1/2, 1/8, 1/4, 0, -1/8), (21/160, 5/32, 1/8, 23/160, 11/80, 3/20, 5/32), (17/80, 1/16, 1/4, 11/80, 7/40, 1/10, 1/16), (1/20, 1/4, 0, 3/20, 1/10, 1/5, 1/4), (-1/32, 11/32, -1/8, 5/32, 1/16, 1/4, 11/32) 
 (47/160, 17/80, -1/32, 3/8, 1/20, 21/160, -1/32), (17/80, 7/40, 1/16, 1/4, 1/10, 11/80, 1/16), (-1/32, 1/16, 11/32, -1/8, 1/4, 5/32, 11/32), (3/8, 1/4, -1/8, 1/2, 0, 1/8, -1/8), (1/20, 1/10, 1/4, 0, 1/5, 3/20, 1/4), (21/160, 11/80, 5/32, 1/8, 3/20, 23/160, 5/32), (-1/32, 1/16, 11/32, -1/8, 1/4, 5/32, 11/32) 
 (47/160, 17/80, 3/8, -1/32, 1/20, 21/160, -1/32), (17/80, 7/40, 1/4, 1/16, 1/10, 11/80, 1/16), (3/8, 1/4, 1/2, -1/8, 0, 1/8, -1/8), (-1/32, 1/16, -1/8, 11/32, 1/4, 5/32, 11/32), (1/20, 1/10, 0, 1/4, 1/5, 3/20, 1/4), (21/160, 11/80, 1/8, 5/32, 3/20, 23/160, 5/32), (-1/32, 1/16, -1/8, 11/32, 1/4, 5/32, 11/32) 
 (47/160, 3/8, -1/32, 17/80, 21/160, 1/20, -1/32), (3/8, 1/2, -1/8, 1/4, 1/8, 0, -1/8), (-1/32, -1/8, 11/32, 1/16, 5/32, 1/4, 11/32), (17/80, 1/4, 1/16, 7/40, 11/80, 1/10, 1/16), (21/160, 1/8, 5/32, 11/80, 23/160, 3/20, 5/32), (1/20, 0, 1/4, 1/10, 3/20, 1/5, 1/4), (-1/32, -1/8, 11/32, 1/16, 5/32, 1/4, 11/32) 
 (47/160, 3/8, -1/32, 21/160, 17/80, 1/20, -1/32), (3/8, 1/2, -1/8, 1/8, 1/4, 0, -1/8), (-1/32, -1/8, 11/32, 5/32, 1/16, 1/4, 11/32), (21/160, 1/8, 5/32, 23/160, 11/80, 3/20, 5/32), (17/80, 1/4, 1/16, 11/80, 7/40, 1/10, 1/16), (1/20, 0, 1/4, 3/20, 1/10, 1/5, 1/4), (-1/32, -1/8, 11/32, 5/32, 1/16, 1/4, 11/32) 
 (47/160, 3/8, 17/80, -1/32, 21/160, 1/20, -1/32), (3/8, 1/2, 1/4, -1/8, 1/8, 0, -1/8), (17/80, 1/4, 7/40, 1/16, 11/80, 1/10, 1/16), (-1/32, -1/8, 1/16, 11/32, 5/32, 1/4, 11/32), (21/160, 1/8, 11/80, 5/32, 23/160, 3/20, 5/32), (1/20, 0, 1/10, 1/4, 3/20, 1/5, 1/4), (-1/32, -1/8, 1/16, 11/32, 5/32, 1/4, 11/32) 
 (47/160, 3/8, 17/80, 21/160, 1/20, -1/32, -1/32), (3/8, 1/2, 1/4, 1/8, 0, -1/8, -1/8), (17/80, 1/4, 7/40, 11/80, 1/10, 1/16, 1/16), (21/160, 1/8, 11/80, 23/160, 3/20, 5/32, 5/32), (1/20, 0, 1/10, 3/20, 1/5, 1/4, 1/4), (-1/32, -1/8, 1/16, 5/32, 1/4, 11/32, 11/32), (-1/32, -1/8, 1/16, 5/32, 1/4, 11/32, 11/32) 
 (47/160, 3/8, 17/80, 21/160, -1/32, 1/20, -1/32), (3/8, 1/2, 1/4, 1/8, -1/8, 0, -1/8), (17/80, 1/4, 7/40, 11/80, 1/16, 1/10, 1/16), (21/160, 1/8, 11/80, 23/160, 5/32, 3/20, 5/32), (-1/32, -1/8, 1/16, 5/32, 11/32, 1/4, 11/32), (1/20, 0, 1/10, 3/20, 1/4, 1/5, 1/4), (-1/32, -1/8, 1/16, 5/32, 11/32, 1/4, 11/32) 
 (47/160, 3/8, 21/160, -1/32, 17/80, 1/20, -1/32), (3/8, 1/2, 1/8, -1/8, 1/4, 0, -1/8), (21/160, 1/8, 23/160, 5/32, 11/80, 3/20, 5/32), (-1/32, -1/8, 5/32, 11/32, 1/16, 1/4, 11/32), (17/80, 1/4, 11/80, 1/16, 7/40, 1/10, 1/16), (1/20, 0, 3/20, 1/4, 1/10, 1/5, 1/4), (-1/32, -1/8, 5/32, 11/32, 1/16, 1/4, 11/32) 
 (47/160, 3/8, 21/160, 17/80, 1/20, -1/32, -1/32), (3/8, 1/2, 1/8, 1/4, 0, -1/8, -1/8), (21/160, 1/8, 23/160, 11/80, 3/20, 5/32, 5/32), (17/80, 1/4, 11/80, 7/40, 1/10, 1/16, 1/16), (1/20, 0, 3/20, 1/10, 1/5, 1/4, 1/4), (-1/32, -1/8, 5/32, 1/16, 1/4, 11/32, 11/32), (-1/32, -1/8, 5/32, 1/16, 1/4, 11/32, 11/32) 
 (47/160, 3/8, 21/160, 17/80, -1/32, 1/20, -1/32), (3/8, 1/2, 1/8, 1/4, -1/8, 0, -1/8), (21/160, 1/8, 23/160, 11/80, 5/32, 3/20, 5/32), (17/80, 1/4, 11/80, 7/40, 1/16, 1/10, 1/16), (-1/32, -1/8, 5/32, 1/16, 11/32, 1/4, 11/32), (1/20, 0, 3/20, 1/10, 1/4, 1/5, 1/4), (-1/32, -1/8, 5/32, 1/16, 11/32, 1/4, 11/32) 
 (47/208, 25/208, 29/104, 47/208, 3/208, 9/52, -1/26), (25/208, 31/208, 11/104, 25/208, 37/208, 7/52, 5/26), (29/104, 11/104, 19/52, 29/104, -7/104, 5/26, -2/13), (47/208, 25/208, 29/104, 47/208, 3/208, 9/52, -1/26), (3/208, 37/208, -7/104, 3/208, 71/208, 5/52, 11/26), (9/52, 7/52, 5/26, 9/52, 5/52, 2/13, 1/13), (-1/26, 5/26, -2/13, -1/26, 11/26, 1/13, 7/13) 
 (47/208, 25/208, 69/208, 9/52, 7/104, 25/208, -1/26), (25/208, 31/208, 19/208, 7/52, 17/104, 31/208, 5/26), (69/208, 19/208, 119/208, 11/52, -3/104, 19/208, -7/26), (9/52, 7/52, 11/52, 2/13, 3/26, 7/52, 1/13), (7/104, 17/104, -3/104, 3/26, 11/52, 17/104, 4/13), (25/208, 31/208, 19/208, 7/52, 17/104, 31/208, 5/26), (-1/26, 5/26, -7/26, 1/13, 4/13, 5/26, 7/13) 
 (47/208, 29/104, 25/208, 47/208, 9/52, 3/208, -1/26), (29/104, 19/52, 11/104, 29/104, 5/26, -7/104, -2/13), (25/208, 11/104, 31/208, 25/208, 7/52, 37/208, 5/26), (47/208, 29/104, 25/208, 47/208, 9/52, 3/208, -1/26), (9/52, 5/26, 7/52, 9/52, 2/13, 5/52, 1/13), (3/208, -7/104, 37/208, 3/208, 5/52, 71/208, 11/26), (-1/26, -2/13, 5/26, -1/26, 1/13, 11/26, 7/13) 
 (47/208, 29/104, 47/208, 25/208, 9/52, 3/208, -1/26), (29/104, 19/52, 29/104, 11/104, 5/26, -7/104, -2/13), (47/208, 29/104, 47/208, 25/208, 9/52, 3/208, -1/26), (25/208, 11/104, 25/208, 31/208, 7/52, 37/208, 5/26), (9/52, 5/26, 9/52, 7/52, 2/13, 5/52, 1/13), (3/208, -7/104, 3/208, 37/208, 5/52, 71/208, 11/26), (-1/26, -2/13, -1/26, 5/26, 1/13, 11/26, 7/13) 
 (47/208, 29/104, 47/208, 9/52, 25/208, 3/208, -1/26), (29/104, 19/52, 29/104, 5/26, 11/104, -7/104, -2/13), (47/208, 29/104, 47/208, 9/52, 25/208, 3/208, -1/26), (9/52, 5/26, 9/52, 2/13, 7/52, 5/52, 1/13), (25/208, 11/104, 25/208, 7/52, 31/208, 37/208, 5/26), (3/208, -7/104, 3/208, 5/52, 37/208, 71/208, 11/26), (-1/26, -2/13, -1/26, 1/13, 5/26, 11/26, 7/13) 
 (47/208, 69/208, 25/208, 9/52, 7/104, 25/208, -1/26), (69/208, 119/208, 19/208, 11/52, -3/104, 19/208, -7/26), (25/208, 19/208, 31/208, 7/52, 17/104, 31/208, 5/26), (9/52, 11/52, 7/52, 2/13, 3/26, 7/52, 1/13), (7/104, -3/104, 17/104, 3/26, 11/52, 17/104, 4/13), (25/208, 19/208, 31/208, 7/52, 17/104, 31/208, 5/26), (-1/26, -7/26, 5/26, 1/13, 4/13, 5/26, 7/13) 
 (47/208, 69/208, 9/52, 25/208, 25/208, 7/104, -1/26), (69/208, 119/208, 11/52, 19/208, 19/208, -3/104, -7/26), (9/52, 11/52, 2/13, 7/52, 7/52, 3/26, 1/13), (25/208, 19/208, 7/52, 31/208, 31/208, 17/104, 5/26), (25/208, 19/208, 7/52, 31/208, 31/208, 17/104, 5/26), (7/104, -3/104, 3/26, 17/104, 17/104, 11/52, 4/13), (-1/26, -7/26, 1/13, 5/26, 5/26, 4/13, 7/13) 
 (47/304, 67/304, 13/76, 21/152, 37/304, 2/19, 27/304), (67/304, 199/304, 25/76, 17/152, 1/304, -2/19, -65/304), (13/76, 25/76, 4/19, 5/38, 7/76, 1/19, 1/76), (21/152, 17/152, 5/38, 11/76, 23/152, 3/19, 25/152), (37/304, 1/304, 7/76, 23/152, 55/304, 4/19, 73/304), (2/19, -2/19, 1/19, 3/19, 4/19, 5/19, 6/19), (27/304, -65/304, 1/76, 25/152, 73/304, 6/19, 119/304) 
 (47/304, 67/304, 13/76, 37/304, 21/152, 2/19, 27/304), (67/304, 199/304, 25/76, 1/304, 17/152, -2/19, -65/304), (13/76, 25/76, 4/19, 7/76, 5/38, 1/19, 1/76), (37/304, 1/304, 7/76, 55/304, 23/152, 4/19, 73/304), (21/152, 17/152, 5/38, 23/152, 11/76, 3/19, 25/152), (2/19, -2/19, 1/19, 4/19, 3/19, 5/19, 6/19), (27/304, -65/304, 1/76, 73/304, 25/152, 6/19, 119/304) 
 (47/73, 15/73, 23/73, 7/73, 7/73, -17/73, -9/73), (15/73, 11/73, 12/73, 10/73, 10/73, 7/73, 8/73), (23/73, 12/73, 59/292, 37/292, 37/292, 1/73, 15/292), (7/73, 10/73, 37/292, 43/292, 43/292, 13/73, 49/292), (7/73, 10/73, 37/292, 43/292, 43/292, 13/73, 49/292), (-17/73, 7/73, 1/73, 13/73, 13/73, 31/73, 25/73), (-9/73, 8/73, 15/292, 49/292, 49/292, 25/73, 83/292) 
 (47/73, 23/73, 15/73, 7/73, 7/73, -9/73, -17/73), (23/73, 59/292, 12/73, 37/292, 37/292, 15/292, 1/73), (15/73, 12/73, 11/73, 10/73, 10/73, 8/73, 7/73), (7/73, 37/292, 10/73, 43/292, 43/292, 49/292, 13/73), (7/73, 37/292, 10/73, 43/292, 43/292, 49/292, 13/73), (-9/73, 15/292, 8/73, 49/292, 49/292, 83/292, 25/73), (-17/73, 1/73, 7/73, 13/73, 13/73, 25/73, 31/73) 
 (47/73, 23/73, 7/73, 15/73, 7/73, -9/73, -17/73), (23/73, 59/292, 37/292, 12/73, 37/292, 15/292, 1/73), (7/73, 37/292, 43/292, 10/73, 43/292, 49/292, 13/73), (15/73, 12/73, 10/73, 11/73, 10/73, 8/73, 7/73), (7/73, 37/292, 43/292, 10/73, 43/292, 49/292, 13/73), (-9/73, 15/292, 49/292, 8/73, 49/292, 83/292, 25/73), (-17/73, 1/73, 13/73, 7/73, 13/73, 25/73, 31/73) 
 (47/73, 23/73, 7/73, 7/73, 15/73, -9/73, -17/73), (23/73, 59/292, 37/292, 37/292, 12/73, 15/292, 1/73), (7/73, 37/292, 43/292, 43/292, 10/73, 49/292, 13/73), (7/73, 37/292, 43/292, 43/292, 10/73, 49/292, 13/73), (15/73, 12/73, 10/73, 10/73, 11/73, 8/73, 7/73), (-9/73, 15/292, 49/292, 49/292, 8/73, 83/292, 25/73), (-17/73, 1/73, 13/73, 13/73, 7/73, 25/73, 31/73) 
 (47/73, 7/73, 23/73, 15/73, -9/73, 7/73, -17/73), (7/73, 43/292, 37/292, 10/73, 49/292, 43/292, 13/73), (23/73, 37/292, 59/292, 12/73, 15/292, 37/292, 1/73), (15/73, 10/73, 12/73, 11/73, 8/73, 10/73, 7/73), (-9/73, 49/292, 15/292, 8/73, 83/292, 49/292, 25/73), (7/73, 43/292, 37/292, 10/73, 49/292, 43/292, 13/73), (-17/73, 13/73, 1/73, 7/73, 25/73, 13/73, 31/73) 
 (47/84, 13/42, 1/7, -1/42, 19/84, 5/84, -23/84), (13/42, 22/105, 1/7, 8/105, 37/210, 23/210, -1/42), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-1/42, 8/105, 1/7, 22/105, 23/210, 37/210, 13/42), (19/84, 37/210, 1/7, 23/210, 67/420, 53/420, 5/84), (5/84, 23/210, 1/7, 37/210, 53/420, 67/420, 19/84), (-23/84, -1/42, 1/7, 13/42, 5/84, 19/84, 47/84) 
 (47/84, 13/42, 1/7, 19/84, -1/42, 5/84, -23/84), (13/42, 22/105, 1/7, 37/210, 8/105, 23/210, -1/42), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (19/84, 37/210, 1/7, 67/420, 23/210, 53/420, 5/84), (-1/42, 8/105, 1/7, 23/210, 22/105, 37/210, 13/42), (5/84, 23/210, 1/7, 53/420, 37/210, 67/420, 19/84), (-23/84, -1/42, 1/7, 5/84, 13/42, 19/84, 47/84) 
 (47/84, 13/42, 19/84, 1/7, 5/84, -1/42, -23/84), (13/42, 22/105, 37/210, 1/7, 23/210, 8/105, -1/42), (19/84, 37/210, 67/420, 1/7, 53/420, 23/210, 5/84), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (5/84, 23/210, 53/420, 1/7, 67/420, 37/210, 19/84), (-1/42, 8/105, 23/210, 1/7, 37/210, 22/105, 13/42), (-23/84, -1/42, 5/84, 1/7, 19/84, 13/42, 47/84) 
 (47/84, 13/42, 19/84, 1/7, 5/84, -23/84, -1/42), (13/42, 22/105, 37/210, 1/7, 23/210, -1/42, 8/105), (19/84, 37/210, 67/420, 1/7, 53/420, 5/84, 23/210), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (5/84, 23/210, 53/420, 1/7, 67/420, 19/84, 37/210), (-23/84, -1/42, 5/84, 1/7, 19/84, 47/84, 13/42), (-1/42, 8/105, 23/210, 1/7, 37/210, 13/42, 22/105) 
 (47/84, 19/84, 13/42, 5/84, 1/7, -1/42, -23/84), (19/84, 67/420, 37/210, 53/420, 1/7, 23/210, 5/84), (13/42, 37/210, 22/105, 23/210, 1/7, 8/105, -1/42), (5/84, 53/420, 23/210, 67/420, 1/7, 37/210, 19/84), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-1/42, 23/210, 8/105, 37/210, 1/7, 22/105, 13/42), (-23/84, 5/84, -1/42, 19/84, 1/7, 13/42, 47/84) 
